Gender,Age,Semester,Branch,Difficulty_Level,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level,Sleep_Hours_per_Night,Final_Score,Grade,Pass/Fail
Female,22,6,CSE,Hard,49.77609972386273,33.26,37.05,41.03,,14.94,14.410666229705852,No,,Low,4.37,7.58,43.01,D,Fail
Male,23,7,ECE,Moderate,74.54658201647476,64.99,60.3,63.68,6.604925391533961,42.64,14.94878830731055,No,Graduate,Low,8.76,6.0,71.29,A,Pass
Male,18,2,ECE,Easy,98.93825593479868,83.82,68.72,58.23,5.370711537543878,71.06,28.962227898554147,Yes,Graduate,High,3.15,8.32,90.52,O,Pass
Female,22,4,EEE,Moderate,64.22640068156292,68.99,73.48,29.42,5.252070704036126,65.28,26.19273840645017,Yes,Graduate,Low,6.33,6.91,73.89,A,Pass
Male,22,5,ECE,Moderate,53.10050659641959,33.02,54.79,41.25,,42.07,17.44649935263986,Yes,Secondary,Mid,7.59,6.77,48.58,D,Pass
Male,21,3,CSE,Easy,76.31767009781231,65.04,70.09,71.71,8.079650640038654,67.12,22.346622031901067,Yes,Graduate,Low,3.62,8.08,75.6,A,Pass
Male,25,6,ECE,Hard,57.75748434178058,45.09,41.57,18.12,4.999088146344755,24.07,16.423910747363767,Yes,Secondary,Low,10.0,5.34,46.92,D,Pass
Male,21,6,Civil,Hard,74.55545392379925,59.34,71.24,53.21,7.34718582347923,61.64,,No,Secondary,,8.06,8.3,65.45,B,Pass
Male,19,3,Civil,Moderate,67.67192062649436,58.77,83.82,39.1,7.522594989251422,51.74,32.23175043928405,Yes,Secondary,High,4.29,7.23,71.85,A,Pass
Male,18,1,EEE,Moderate,59.62119976707808,41.47,28.37,34.21,1.0,36.57,,Yes,Graduate,Low,7.38,6.31,53.65,C,Pass
Male,18,1,Civil,Easy,66.48075704838995,63.33,45.73,62.87,3.634388220430053,41.91,24.05118921096997,Yes,,Low,5.85,6.36,75.56,A,Pass
Female,21,3,CSE,Moderate,70.48145827784774,48.22,64.16,47.76,5.291646806055279,49.08,20.32855127788757,No,Graduate,,5.56,7.15,64.16,B,Pass
Male,18,1,CSE,Easy,82.70427885177179,83.47,63.57,41.23,7.286341943436621,52.43,,Yes,Secondary,Mid,4.82,8.75,72.19,A,Pass
Male,22,6,ME,Hard,61.732461101306136,50.23,69.03,55.35,7.119030668707574,64.3,,Yes,Graduate,,6.39,6.29,61.22,B,Pass
Female,21,3,ME,Moderate,74.1094127162768,37.34,56.7,30.67,5.650982348314986,53.93,24.557183778609883,No,Primary,Low,5.06,7.6,60.79,B,Pass
Female,23,5,CSE,Hard,75.9267902892095,90.63,87.53,50.97,7.377930583631258,87.45,36.813876109374185,Yes,Secondary,Mid,6.61,7.82,90.78,O,Pass
Male,20,3,CSE,Moderate,,28.33,39.8,24.33,6.395034360664504,34.22,10.4437451746009,Yes,Primary,Mid,6.64,5.91,42.22,D,Fail
Male,20,6,EEE,Hard,60.86963418195399,44.05,48.93,42.94,,32.0,,No,,Mid,6.93,7.06,43.69,D,Fail
Male,26,7,EEE,Hard,57.26357223814194,24.93,31.47,45.89,3.39664844462653,40.24,15.708517422288038,Yes,Graduate,,4.94,7.8,40.35,D,Fail
Male,24,7,CSE,Hard,55.43694200449964,24.01,46.31,13.57,3.7529510844791134,17.5,20.18681971646614,Yes,Secondary,Low,10.0,7.03,35.260000000000005,F,Fail
Male,21,4,CSE,Moderate,60.34885565646137,44.26,40.35,37.39,4.50522225309618,45.17,13.126918091826392,Yes,Graduate,Low,8.16,6.65,33.56,F,Fail
Male,18,1,Civil,Moderate,66.28993357472446,60.46,63.37,52.33,1.0,66.65,28.90128858000355,No,Secondary,Low,4.37,7.99,85.08,E,Pass
Male,19,3,ECE,Hard,72.78007777733323,64.13,82.61,59.3,4.933113633212746,66.32,26.20909610489318,No,Graduate,Low,6.29,5.83,80.21,E,Pass
Female,19,3,ME,Moderate,100.0,83.17,69.58,73.93,7.775146714836496,74.67,23.023017655894115,Yes,Primary,High,3.06,8.67,87.01,E,Pass
Female,22,8,ECE,Hard,75.96719632926268,61.15,52.23,54.49,7.288510916676297,51.63,28.402884415303017,Yes,Primary,Mid,4.61,8.92,69.04,B,Pass
Male,21,5,ME,Easy,74.72984395915691,46.07,69.13,47.59,5.741254160471871,61.32,20.77008036125384,Yes,Secondary,Mid,2.67,9.02,63.5,B,Pass
Male,20,5,ECE,Hard,63.044096191546174,54.62,46.52,51.56,6.778009400730488,49.71,,No,Secondary,Mid,7.11,6.64,67.00999999999999,B,Pass
Female,23,6,Civil,Hard,60.851812561983074,62.35,74.8,42.07,4.5847885593111055,39.85,21.59439091039125,No,Primary,Low,7.5,6.64,71.59,A,Pass
Female,20,5,CSE,Hard,54.47966219149854,45.44,49.73,47.19,4.151797632619327,45.79,20.395222339345427,No,Postgraduate,Mid,5.98,7.2,52.7,C,Pass
Female,23,5,ECE,Moderate,59.90970895833164,54.22,48.99,56.28,3.4050929387780697,50.58,19.794579688875967,Yes,Secondary,,4.93,9.11,66.16,B,Pass
Male,18,2,ECE,Moderate,63.12620347768407,42.28,33.35,29.63,4.379095187983542,9.73,11.861886456742583,Yes,Secondary,High,6.93,8.13,44.08,D,Pass
Male,20,1,ME,Easy,70.39127490741086,71.68,47.65,43.32,4.4212523999993785,43.57,24.086155951169477,No,Secondary,Mid,3.26,7.41,81.6,E,Pass
Female,24,6,CSE,Hard,55.03828238808226,22.48,27.58,17.79,2.403767079390808,17.99,10.239316515853538,Yes,Postgraduate,Low,8.57,5.74,44.41,D,Fail
Male,22,7,ME,Hard,44.95529965658534,37.44,44.46,38.48,4.875010971595981,38.39,14.390764758313695,Yes,Secondary,Mid,6.14,8.09,47.53,D,Pass
Female,20,3,CSE,Hard,63.016717714903066,72.54,53.14,64.6,8.201777907146067,35.02,16.558282833032184,Yes,,Low,9.74,5.9,74.92,A,Pass
Male,20,4,Civil,Moderate,58.629139027317706,47.43,37.87,42.5,5.218816971530826,35.7,21.716440833805606,Yes,Postgraduate,Mid,5.24,7.79,57.56,C,Pass
Female,21,3,CSE,Hard,39.50660731590011,25.96,40.2,14.28,,27.07,,No,Primary,High,7.82,6.94,18.22,F,Fail
Male,24,4,Civil,Easy,62.79405388207016,57.97,46.98,46.76,3.790716660072393,32.53,,Yes,Postgraduate,,2.56,9.41,64.46000000000001,B,Pass
Male,21,2,ME,Easy,66.32739084746149,53.74,51.85,49.33,5.947818057161893,60.42,21.366429116935056,Yes,,Mid,1.0,7.86,65.11,B,Pass
Male,22,6,CSE,Hard,77.2258993669924,76.37,55.29,72.19,,60.03,27.094779364836484,No,Secondary,Mid,7.14,7.2,73.49,A,Pass
Female,21,4,CSE,Moderate,47.67343800111696,56.79,54.14,55.79,5.052296836227902,61.47,25.445890390812192,Yes,Secondary,Low,3.62,9.09,64.19,B,Pass
Male,23,4,EEE,Easy,68.02860147670272,62.5,48.99,45.05,6.630116797311111,44.33,21.0307818165529,Yes,Graduate,Low,4.4,9.5,71.73,A,Pass
Male,19,1,CSE,Easy,87.62920270962616,82.37,61.96,51.76,4.7262713844919375,68.91,31.676006216979104,Yes,,Mid,2.93,8.57,87.98,E,Pass
Male,24,5,ME,Moderate,73.7846229857501,46.54,61.64,35.68,3.215864438336165,53.32,18.11144403449317,Yes,Graduate,Mid,7.59,6.13,62.46,B,Pass
Female,20,2,CSE,Moderate,81.28591151130853,50.38,73.1,61.49,4.633566230239865,54.9,25.39928175366351,Yes,Secondary,High,5.37,7.31,72.67,A,Pass
Male,20,3,EEE,Easy,,48.08,51.6,37.75,3.852172514047991,46.06,21.852039799165357,Yes,Graduate,High,2.06,8.12,65.22999999999999,B,Pass
Male,20,3,ME,Moderate,77.01685421487596,39.6,37.3,47.63,5.401078742030867,38.55,11.560524971783735,No,Primary,Low,6.07,8.08,50.27,C,Pass
Male,19,4,EEE,Hard,59.39690244982421,54.32,51.22,49.36,7.661636968646169,36.46,21.138772704779075,No,,Low,10.0,6.45,54.52,C,Pass
Male,18,2,Civil,Hard,66.22773748970728,42.92,54.2,44.77,6.526607534398223,37.87,22.5298180914144,Yes,Secondary,Mid,6.94,7.56,52.03,C,Pass
Male,23,7,ECE,Hard,71.63762595662291,36.02,56.57,43.58,4.861098751732811,45.72,17.921361437036353,Yes,Postgraduate,Mid,6.16,7.25,66.94,B,Pass
Male,19,3,CSE,Moderate,59.609510834673614,43.12,48.65,44.84,4.70472300028268,47.78,,No,,Low,6.35,7.37,64.57,B,Pass
Female,22,5,CSE,Moderate,59.68868696538501,64.47,83.89,59.94,,76.61,34.007645518643194,Yes,,Mid,4.17,7.67,88.56,E,Pass
Male,22,5,CSE,Moderate,68.23601346237587,41.71,39.64,31.98,3.983559895356865,30.46,15.439254552716342,Yes,,Low,5.99,7.11,55.02,C,Pass
Male,22,5,CSE,Easy,50.16609903090064,30.45,34.41,21.4,4.765852596496266,25.0,15.637828926013649,Yes,Primary,Mid,5.26,6.17,42.33,D,Pass
Female,22,4,ECE,Moderate,,45.02,43.4,34.96,,47.12,18.692373669655037,Yes,Primary,,4.2,7.82,60.16,B,Pass
Female,23,7,Civil,Hard,74.09802132867611,59.67,54.54,53.52,8.30537295393258,61.9,23.410883189018005,Yes,Graduate,Mid,7.93,7.28,64.50999999999999,B,Pass
Female,25,7,CSE,Moderate,,64.36,45.6,49.44,7.250424851902537,54.23,19.28104476727977,Yes,Secondary,Low,6.89,7.46,72.16,A,Pass
Male,22,3,CSE,Moderate,62.2739905033564,23.48,39.67,22.46,4.379164650656064,17.76,17.874535164918335,Yes,Postgraduate,Mid,5.16,7.63,44.65,D,Pass
Male,23,5,ECE,Hard,68.84535214845658,53.67,50.69,49.97,6.744142522262098,39.84,19.334759550220536,Yes,Secondary,High,8.33,6.5,58.04,C,Pass
Male,18,1,Civil,Easy,79.30114988879956,70.73,56.75,48.59,6.436758827667376,52.56,22.788672689517647,Yes,,Low,4.96,7.06,84.59,E,Pass
Male,19,1,CSE,Easy,68.01191560717409,43.05,49.57,38.95,4.461807223179797,37.11,24.2153839524342,Yes,Secondary,Mid,4.45,7.45,58.56,C,Pass
Male,22,4,ECE,Moderate,49.371506759387216,31.32,39.82,22.63,4.689967162436073,40.17,15.18484892294686,No,Postgraduate,Mid,8.28,7.44,40.11,D,Fail
Female,25,7,ECE,Moderate,65.50129815537488,61.23,59.23,23.12,3.805774970882141,43.73,26.07644345220697,Yes,Graduate,High,8.35,6.98,63.93,B,Pass
Male,24,5,CSE,Moderate,71.27077160302294,49.45,45.58,40.97,6.706809934536215,39.46,20.08151339949773,Yes,,Low,4.62,7.6,63.09,B,Pass
Male,23,5,ME,Moderate,89.2838410913191,62.75,67.83,35.44,,53.21,23.02318962638123,Yes,Graduate,,5.94,8.01,73.92,A,Pass
Male,21,2,ME,Moderate,50.70039920473598,20.0,12.52,29.5,1.64838059284354,13.48,13.43592288043436,Yes,Postgraduate,High,7.87,7.86,21.6,F,Fail
Male,21,4,Civil,Hard,69.74347280998131,65.43,65.2,69.88,9.25217944957408,44.04,19.99478394057269,No,Secondary,Low,7.87,7.17,69.21,B,Pass
Male,19,3,EEE,Moderate,73.61929434576527,47.32,40.82,48.5,7.793384471857619,39.35,25.249815134236425,No,Secondary,Low,6.22,7.64,64.77000000000001,B,Pass
Male,25,6,EEE,Easy,61.427840284787145,39.03,35.99,46.4,5.0592387386574185,38.32,16.702263225771738,Yes,Secondary,High,5.91,6.66,52.28,C,Pass
Male,18,1,ECE,Moderate,79.42945123505771,54.74,56.93,30.5,3.791635621388576,49.11,22.998750869391277,No,Postgraduate,Low,5.94,7.82,73.36,A,Pass
Male,24,4,CSE,Easy,77.32785611849293,79.23,64.41,55.71,6.081069501088982,55.62,21.816540121294544,Yes,Secondary,,7.16,6.86,91.74,O,Pass
Female,27,8,CSE,Hard,67.70833460486095,44.06,64.87,66.87,7.583136878429972,47.48,,Yes,,Mid,6.82,6.88,58.31,C,Pass
Male,24,7,ECE,Hard,60.52940263542025,63.21,53.79,60.33,7.449567836398538,42.01,,Yes,Primary,Mid,5.25,8.18,69.71,B,Pass
Female,26,7,EEE,Hard,54.097493226968346,38.7,51.71,37.31,4.44295335269509,40.8,15.988652771485622,Yes,Secondary,,8.74,6.2,48.07,D,Pass
Male,21,3,ECE,Moderate,50.83935090614362,24.48,17.75,17.98,5.133019318922136,34.95,10.85488286626643,No,Graduate,Low,6.15,6.41,30.02,F,Fail
Female,23,8,EEE,Moderate,73.24520653163977,52.11,45.07,40.19,3.822302011478991,33.41,20.28018300410936,Yes,Postgraduate,High,5.55,8.25,39.07,F,Fail
Male,22,6,CSE,Hard,71.90362416910422,66.5,72.14,82.58,7.075371653153101,64.81,33.99239278575972,No,Graduate,Mid,6.4,7.26,90.73,O,Pass
Female,24,7,CSE,Hard,69.16493090876143,68.76,70.36,49.47,7.618319392190591,38.39,23.405082012459804,Yes,,Mid,7.38,6.23,73.83,A,Pass
Male,25,8,ME,Hard,86.25820361041421,72.48,85.33,78.5,8.207585605794698,60.17,29.927665626794862,No,Graduate,,5.09,7.51,83.87,E,Pass
Male,27,8,Civil,Moderate,47.15800431059849,20.0,36.83,5.8,3.625984096616507,38.04,11.83304385043929,Yes,Graduate,Mid,7.68,7.0,17.47,F,Fail
Male,19,2,ECE,Moderate,60.17193315654426,60.0,60.13,45.14,3.8195595027094313,45.56,26.252368755338114,No,Primary,Low,5.03,6.82,72.76,A,Pass
Male,18,1,CSE,Easy,,53.01,54.99,41.81,4.756542294918381,43.95,20.48349648308291,Yes,Graduate,Low,5.26,7.25,75.11,A,Pass
Male,22,6,CSE,Hard,63.34609919636689,64.92,75.31,79.61,6.794552448855717,72.47,,Yes,Postgraduate,High,6.61,7.0,81.38,E,Pass
Female,23,5,CSE,Moderate,60.25944778503385,70.83,51.53,34.25,9.349438551178388,65.99,22.498276891284632,Yes,,Low,6.22,5.54,75.5,A,Pass
Male,18,3,ECE,Moderate,75.15461075217343,70.93,64.54,55.77,4.579074467202584,64.39,22.096623541196383,Yes,Postgraduate,High,3.73,9.26,78.94,A,Pass
Male,20,5,CSE,Hard,72.22728420079801,51.56,69.41,65.41,,48.04,27.44487319995153,Yes,Secondary,High,4.58,8.95,64.16,B,Pass
Male,18,1,ECE,Easy,93.85119971569276,63.35,54.69,43.7,,58.92,28.56410730259157,Yes,Graduate,Mid,4.74,7.69,72.02,A,Pass
Male,19,1,ECE,Moderate,53.36413276392406,33.79,18.06,32.15,,25.8,11.948325599327411,Yes,Secondary,Mid,9.68,6.29,38.27,F,Fail
Male,20,3,ECE,Moderate,41.32725805276664,20.0,32.81,40.38,4.37263026556196,20.64,13.88572042858836,No,Graduate,Low,5.85,7.47,31.83,F,Fail
Male,20,2,ME,Moderate,65.30339698545296,62.55,70.53,54.57,4.680469506689285,48.83,24.13867358530037,Yes,,Mid,8.29,5.79,70.45,A,Pass
Female,23,6,ME,Hard,75.59019188819381,61.01,45.9,59.64,4.909125756311499,46.91,18.723745848596344,Yes,Secondary,Mid,7.72,7.12,59.56,C,Pass
Male,25,8,ECE,Hard,65.79443320814815,68.31,65.65,61.5,6.924798856797296,63.16,32.28735283849672,No,Secondary,Mid,6.01,6.57,69.91,B,Pass
Female,21,5,CSE,Easy,77.7645959199666,74.09,67.61,57.41,6.425324374063642,70.72,,Yes,,Low,2.95,6.62,90.21,O,Pass
Male,23,5,ECE,Easy,75.77354814694395,63.07,40.08,52.79,7.770250444377924,37.11,16.078533534635724,Yes,Secondary,Mid,4.99,7.45,65.5,B,Pass
Female,18,1,CSE,Hard,62.20413742400289,53.63,61.02,65.85,,36.44,18.66950548327936,Yes,Graduate,Mid,9.43,6.04,73.11,A,Pass
Male,21,4,CSE,Hard,67.26024862336381,45.4,66.65,34.62,3.45218728508687,46.98,26.38822521950234,Yes,Graduate,,8.05,7.91,61.85,B,Pass
Female,26,7,CSE,Hard,55.320386618653664,50.42,60.6,41.69,,39.77,20.077000997792112,Yes,Primary,Mid,6.93,6.4,68.87,B,Pass
Male,21,5,CSE,Easy,51.97821791039296,36.76,45.36,21.86,4.473410006547834,22.62,11.123471321743589,Yes,Postgraduate,Mid,5.44,7.2,47.86,D,Pass
Male,18,2,ME,Moderate,64.38581884515612,75.56,62.16,39.2,6.780619211607688,38.14,16.379710797204233,No,,Low,3.92,7.54,78.61,A,Pass
Male,21,7,EEE,Hard,41.90079859742118,29.75,33.01,30.95,4.18689662423624,9.27,13.101152133422229,Yes,Secondary,Low,6.79,6.5,37.78,F,Fail
Male,26,8,EEE,Hard,43.06840811033619,32.11,62.41,40.55,3.390993858139001,36.62,17.87630812252896,No,Secondary,Low,8.33,5.81,37.79,F,Fail
Male,20,2,Civil,Easy,67.87552091404127,63.65,63.15,31.51,7.425132160414112,58.95,24.364161694448374,Yes,Primary,Low,4.16,7.2,70.21,A,Pass
Male,18,2,ME,Easy,74.97958566853048,32.15,29.51,27.09,5.669254658195044,26.88,10.34379666419725,Yes,Primary,Mid,4.92,7.72,43.37,D,Fail
Male,18,3,EEE,Moderate,73.04366220286167,53.43,74.82,55.04,,56.78,22.11824993646585,Yes,Graduate,,5.64,6.64,67.53999999999999,B,Pass
Female,18,1,ME,Moderate,69.77280220093085,58.51,50.71,67.71,5.118342529618752,35.14,22.03717068752248,Yes,Secondary,Low,5.51,9.17,66.3,B,Pass
Female,26,7,ECE,Hard,75.93538582184226,70.93,64.27,69.26,5.050534386643691,36.31,21.851748436760147,Yes,Secondary,Low,4.93,7.4,82.18,E,Pass
Male,23,8,ME,Moderate,38.898847834704256,44.65,43.18,32.29,3.9295215766235776,45.6,15.454026077097367,No,Graduate,Low,4.84,9.48,44.09,D,Pass
Male,24,5,CSE,Easy,78.43181883201711,78.35,75.83,61.93,3.9944638208942993,59.41,,Yes,Graduate,High,4.73,7.11,91.92,O,Pass
Male,20,6,CSE,Moderate,71.3450081517212,66.06,68.32,56.82,6.873570180113948,60.8,27.448078186127155,Yes,Graduate,High,7.73,5.26,68.23,B,Pass
Female,20,5,ECE,Hard,48.25272747928232,47.78,54.29,27.23,,39.42,26.39569190595336,No,Secondary,Low,7.9,7.04,62.51,B,Pass
Female,20,3,ECE,Moderate,70.17727478913181,61.2,44.33,37.02,6.533645176118059,29.66,18.659011748622184,Yes,Graduate,Mid,4.35,7.19,54.53,C,Pass
Female,23,5,ME,Hard,55.61925752110178,71.75,63.14,29.94,8.067209187826087,41.43,23.871741025071053,Yes,Postgraduate,Mid,8.3,5.83,72.45,A,Pass
Female,26,7,Civil,Moderate,65.66893088974015,61.95,62.57,49.0,5.407923123915096,50.57,26.41945818818729,No,Primary,,5.83,5.92,64.13,B,Pass
Female,24,6,EEE,Easy,77.3327971547985,85.78,72.44,48.23,8.528062666959435,68.38,27.717480736469074,Yes,Graduate,Mid,4.61,7.36,84.28,E,Pass
Female,20,1,ECE,Moderate,62.91000748720927,58.72,72.92,39.12,4.811059527551993,39.81,19.201809907001174,Yes,Postgraduate,High,5.75,8.31,66.68,B,Pass
Male,21,4,EEE,Moderate,79.79094072111079,74.82,66.11,42.48,6.119918324513792,70.46,33.01085043637231,Yes,Postgraduate,,6.95,7.05,76.21,A,Pass
Female,19,3,ME,Moderate,57.09597356313167,47.31,31.04,34.78,6.728767122870284,19.76,18.13414287302665,No,Primary,Low,7.29,6.72,50.6,C,Pass
Female,25,6,CSE,Hard,54.99814205364705,27.76,38.77,30.68,4.195183078387671,15.53,23.56891691133183,Yes,Postgraduate,Mid,5.98,6.97,39.96,F,Fail
Male,23,4,ECE,Moderate,75.36722428123748,49.72,55.71,48.5,7.009312853481077,51.94,20.986862217494316,Yes,Graduate,Mid,6.74,8.13,61.2,B,Pass
Male,21,3,ECE,Hard,76.3428003334093,57.52,75.91,68.63,8.560206409012203,52.78,24.20406331262036,No,,,6.82,6.79,65.64,B,Pass
Male,24,6,CSE,Easy,78.21400274166737,82.99,69.91,49.78,6.038834544084327,64.11,28.811871115941816,Yes,Primary,Mid,3.51,7.2,85.72,E,Pass
Female,23,4,ECE,Moderate,39.18471720133677,20.0,25.96,23.36,2.787553034167032,23.09,16.21242783160757,Yes,Graduate,Mid,8.01,6.4,31.65,F,Fail
Male,20,2,ECE,Easy,,52.52,49.31,60.32,6.462544313854189,10.73,19.801445073699774,Yes,Secondary,Low,5.46,7.46,58.53,C,Pass
Male,24,7,CSE,Moderate,59.196214905469816,20.0,35.8,30.95,6.106550275460886,31.46,5.098789562950483,Yes,Graduate,High,5.85,6.83,33.54,F,Fail
Female,19,1,EEE,Easy,74.88206571848937,75.41,58.58,60.53,6.557244768308935,63.23,24.65893439559074,Yes,Graduate,Mid,4.16,5.98,91.23,O,Pass
Male,19,1,ME,Moderate,71.95173542761697,58.46,64.4,38.53,4.091953529450252,49.32,23.32934647268629,No,Primary,Mid,3.37,7.75,67.61,B,Pass
Female,19,1,CSE,Easy,65.82921254488173,63.25,60.43,47.26,7.368940168415152,64.4,,No,Primary,Low,5.3,7.93,70.69,A,Pass
Female,19,2,ME,Easy,77.01375580930183,66.73,54.31,61.45,3.757815891612319,39.04,,Yes,Secondary,Mid,4.76,7.15,64.47999999999999,B,Pass
Female,22,4,ECE,Moderate,72.42723676407364,64.94,61.55,55.28,7.463588341191823,62.45,23.86044495930361,No,Graduate,,6.0,6.78,69.12,B,Pass
Male,23,5,ECE,Hard,58.89462529027114,56.57,50.29,50.98,5.312791680450848,49.26,24.819259934018557,Yes,Graduate,Mid,6.23,7.82,64.42,B,Pass
Female,21,4,Civil,Hard,80.47915313958434,36.86,40.37,39.44,4.957970043279523,32.86,15.773626996382545,No,Graduate,Low,10.0,6.6,46.78,D,Pass
Male,18,2,CSE,Moderate,65.9155513017208,28.77,43.83,51.17,5.183756068082674,35.4,18.228869439844264,Yes,,Mid,7.42,6.52,56.63,C,Pass
Male,20,1,ECE,Easy,42.59757173780039,55.05,51.61,17.04,5.549952858475287,42.24,18.64540672344925,Yes,Graduate,,4.37,7.31,56.24,C,Pass
Male,19,4,ME,Easy,61.0815114794862,60.91,68.1,42.85,8.185147839797581,52.26,21.05669195497924,Yes,Secondary,Mid,5.15,6.23,68.19,B,Pass
Male,21,5,ME,Easy,85.42987350720445,68.3,62.06,44.32,9.816576407541149,63.3,19.53300561631317,Yes,Secondary,Low,4.55,7.79,74.86,A,Pass
Female,20,3,CSE,Moderate,82.78928549864104,68.96,80.0,62.62,6.26770586241431,44.05,28.1883630904406,Yes,Graduate,Mid,5.67,7.02,80.54,E,Pass
Male,18,2,ME,Moderate,66.52113538792383,42.95,25.18,14.99,3.689393385866614,31.79,18.04458659054426,Yes,Postgraduate,Mid,1.39,10.0,44.19,D,Pass
Female,20,1,EEE,Easy,74.62451452314619,71.51,72.85,64.32,5.660239566933908,52.23,32.03424607495121,Yes,Graduate,High,4.25,8.23,91.69,O,Pass
Male,18,1,ME,Easy,78.34570703872595,56.91,51.98,45.01,5.156919277018779,46.1,22.980433111732328,Yes,,Mid,5.57,8.24,78.57,A,Pass
Male,20,1,Civil,Easy,50.85657780937887,26.45,28.24,16.43,2.6956667897103035,27.88,17.171808028510313,Yes,Graduate,Mid,4.57,6.88,36.96,F,Fail
Male,26,6,ECE,Moderate,73.82138031081557,63.87,64.04,39.17,6.184177978056118,25.04,16.178442481668334,Yes,Graduate,Mid,3.11,8.38,58.9,C,Pass
Male,20,3,ECE,Moderate,66.22499622243754,69.95,77.82,57.21,5.441650373181323,65.56,,No,Graduate,Low,4.11,7.8,78.76,A,Pass
Female,20,1,CSE,Moderate,64.96667593780785,60.39,52.79,40.78,6.115304878003744,24.7,19.730661800533927,No,Secondary,Low,5.7,6.87,59.17,C,Pass
Female,19,4,ME,Easy,58.7773830270654,78.58,74.67,59.01,7.077534653080235,64.1,25.216532538985607,No,Postgraduate,Mid,6.19,6.83,90.79,O,Pass
Male,22,4,EEE,Hard,70.04358051080473,67.44,83.18,64.71,6.195464900828464,47.96,27.613928123059203,No,Secondary,Mid,7.02,5.29,82.92,E,Pass
Female,19,3,Civil,Moderate,54.55809574865613,39.17,40.7,41.35,2.9791698039462,29.45,12.087896641251255,Yes,Postgraduate,,5.31,8.37,44.62,D,Pass
Male,19,1,CSE,Hard,58.54446911163514,26.99,30.09,7.54,5.451696332951347,37.61,11.784763469576465,Yes,Graduate,High,9.37,4.84,37.14,F,Fail
Male,24,6,ME,Hard,37.76301866815193,20.0,17.9,26.17,4.264377093190373,17.4,14.403846866146646,Yes,Secondary,Low,7.74,6.75,21.41,F,Fail
Male,22,5,EEE,Moderate,55.92779983602768,44.91,46.58,36.27,3.722381254135568,40.58,16.684066967117058,Yes,,Low,4.17,8.26,47.79,D,Pass
Male,21,3,CSE,Moderate,75.84456031950278,32.66,20.51,10.89,,19.64,9.768496605207869,No,Secondary,,5.46,8.36,31.51,F,Fail
Female,21,3,ME,Hard,55.28351376315506,28.23,49.14,44.06,4.83534768751806,47.07,22.86270303640549,No,,Low,8.46,7.79,51.39,C,Pass
Male,19,2,EEE,Easy,67.7022039573865,67.34,71.99,58.55,4.362230481257989,46.02,27.579387716733137,Yes,Postgraduate,Mid,2.75,8.7,76.69,A,Pass
Male,27,6,Civil,Hard,51.48226750170632,30.32,31.26,13.14,3.301291405527423,24.08,15.601882829667671,No,Graduate,Low,9.42,6.44,33.519999999999996,F,Fail
Male,22,5,CSE,Moderate,40.91757243264424,30.72,54.11,21.06,4.77650100024869,33.91,15.83799499744748,Yes,Graduate,High,8.7,7.64,47.35,D,Pass
Male,20,1,CSE,Hard,56.1404021238027,46.97,46.89,44.42,2.432239128638423,45.02,24.805302533136093,Yes,Secondary,Mid,9.59,5.8,64.05,B,Pass
Male,22,3,ME,Easy,72.4857082682354,76.3,49.37,59.08,5.010167756636507,53.55,,No,Primary,,3.1,7.57,68.34,B,Pass
Male,21,7,EEE,Hard,72.48214113718663,50.52,60.37,57.35,4.364373732986651,53.74,21.435067593563765,Yes,Secondary,Mid,4.88,7.58,60.46,B,Pass
Female,23,4,ECE,Moderate,70.02300347966793,54.47,51.27,49.04,3.5951395081674837,21.13,22.265232697419545,Yes,,Mid,2.74,7.53,57.09,C,Pass
Male,22,3,ECE,Moderate,51.24723813167677,20.0,9.18,9.66,1.923201889641156,24.82,5.570360262561337,Yes,Primary,Mid,6.31,6.5,20.36,F,Fail
Male,22,5,Civil,Easy,52.71045972589779,42.52,47.16,18.85,4.209420353623119,32.26,,No,Graduate,Low,1.46,8.92,53.9,C,Pass
Male,20,2,ECE,Easy,57.31642199714244,83.79,79.65,47.61,6.8297918886380256,45.65,,Yes,Primary,High,4.69,7.54,79.27,A,Pass
Male,22,4,ME,Easy,65.10333172716744,43.81,43.04,44.98,4.725671220654499,40.19,17.419067916286053,Yes,Primary,Mid,7.36,6.31,50.86,C,Pass
Female,24,5,ECE,Hard,56.72370579014212,39.93,42.92,30.63,6.078307369623403,40.38,,Yes,Graduate,Mid,7.84,6.71,55.77,C,Pass
Male,23,7,ECE,Moderate,55.23331709808756,28.51,43.07,10.33,1.0,20.25,8.651472486181582,Yes,Secondary,Low,5.7,7.6,44.23,D,Fail
Male,25,6,CSE,Hard,58.94223641482496,20.0,26.1,22.65,3.0612220251305984,20.97,6.476822792260426,Yes,,Mid,10.0,5.58,27.52,F,Fail
Male,18,3,CSE,Moderate,64.90863565106703,48.35,56.03,48.45,3.8203022928216273,41.66,20.874822913688487,Yes,Secondary,Mid,5.09,7.92,60.7,B,Pass
Female,20,6,Civil,Easy,51.41774711523605,47.36,48.04,36.59,3.007447775397712,35.77,19.03140270540381,Yes,Graduate,Mid,4.04,7.7,54.06,C,Pass
